FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
1934,"共","together",2022-11-18 20:15:47,2022-11-26,3,0,2
1935,"供","submit",2022-11-16 22:43:40,2022-11-25,3,0,2
1936,"異","peculiar",2022-11-17 21:50:03,2022-11-25,3,0,2
1937,"翼","wing",2022-11-25 15:04:57,2022-12-06,4,0,4
1938,"戴","accept humbly",2022-11-19 23:42:10,2022-11-26,3,0,3
1939,"洪","deluge",2022-11-19 08:07:52,2022-11-26,3,0,2
1940,"港","harbor",2022-11-25 15:08:36,2022-12-06,4,0,3
1941,"暴","outburst",2022-11-24 21:25:00,2022-12-06,4,0,3
1942,"爆","bomb",2022-11-20 11:52:35,2022-11-28,3,0,3
1943,"恭","respect",2022-11-18 21:04:25,2022-11-27,3,0,2
1944,"選","elect",2022-11-18 21:09:48,2022-11-27,3,0,2
1945,"殿","-dono",2022-11-22 19:27:59,2022-12-07,4,0,3
1946,"井","well",2022-11-05 22:30:54,2022-11-28,5,0,4
1947,"丼","donburi",2022-11-07 11:28:39,2022-12-06,5,0,4
1948,"囲","surround",2022-11-09 16:57:01,2022-12-01,5,0,4
1949,"耕","till (skip)",2022-11-17 08:17:55,2022-11-17,1,1,0
1950,"亜","Asia",2022-11-17 21:54:09,2022-11-25,3,0,2
1951,"悪","bad",2022-11-21 21:29:53,2022-11-26,3,0,3
1952,"円","yen",2022-11-24 22:01:07,2022-12-07,4,0,3
1953,"角","angle",2022-11-20 11:07:01,2022-11-27,3,0,2
1954,"触","contact",2022-11-20 11:52:35,2022-11-25,3,0,2
1955,"解","unravel",2022-11-24 21:30:10,2022-12-08,4,0,4
1956,"再","again",2022-11-20 11:07:01,2022-11-25,3,0,2
1957,"講","lecture",2022-11-19 20:04:34,2022-11-25,3,0,3
1958,"購","subscription",2022-11-18 21:09:47,2022-11-26,3,0,2
1959,"構","posture",2022-11-24 21:49:17,2022-12-07,4,0,3
1960,"溝","gutter",2022-11-20 11:24:40,2022-11-27,3,0,2
1961,"論","argument",2022-11-21 21:29:53,2022-11-29,3,0,2
1962,"倫","ethics",2022-11-21 21:39:30,2022-11-27,3,0,2
1963,"輪","wheel",2022-11-21 21:05:13,2022-11-26,3,0,2
1964,"偏","biased",2022-11-20 11:25:19,2022-11-28,3,0,2
1965,"遍","everywhere",2022-11-21 21:24:07,2022-11-27,3,0,2
1966,"編","knit",2022-11-19 20:04:34,2022-11-28,3,0,2
1967,"冊","tome",2022-11-24 21:30:10,2022-12-08,4,0,3
1968,"柵","palisade",2022-11-22 19:49:27,2022-11-27,3,0,3
1969,"典","code",2022-11-21 21:15:57,2022-11-30,3,0,2
1970,"氏","family name",2022-11-21 21:39:30,2022-11-28,3,0,2
1971,"紙","paper",2022-11-19 20:04:34,2022-11-25,3,0,2
1972,"婚","marriage",2022-11-20 11:41:01,2022-11-26,3,0,3
1973,"低","lower",2022-11-21 21:24:07,2022-11-27,3,0,2
1974,"抵","resist",2022-11-22 19:49:27,2022-11-30,3,0,2
1975,"底","bottom",2022-11-22 19:44:58,2022-11-30,3,0,3
1976,"民","popolo",2022-11-22 19:27:59,2022-11-30,3,0,2
1977,"眠","sleep",2022-11-19 19:58:35,2022-11-26,3,0,2
1978,"捕","catch",2022-11-22 19:49:27,2022-11-30,3,0,2
1979,"哺","suckle",2022-11-22 19:56:54,2022-11-30,3,0,2
1980,"浦","bay",2022-11-23 10:18:42,2022-11-30,3,0,2
1981,"蒲","bullrush (skip)",2022-11-19 07:39:35,2022-11-19,1,1,0
1982,"舗","shop",2022-11-21 21:12:12,2022-11-26,3,0,3
1983,"補","supplement",2022-11-21 21:12:12,2022-11-27,3,0,2
1984,"邸","residence",2022-11-21 21:39:30,2022-11-28,3,0,3
1985,"郭","enclosure",2022-11-24 21:53:33,2022-11-30,3,0,3
1986,"郡","county (skip)",2022-11-19 07:39:35,2022-11-19,1,1,0
1987,"郊","outskirts",2022-11-21 21:29:52,2022-11-27,3,0,2
1988,"部","section",2022-11-23 21:38:39,2022-12-02,3,0,2
1989,"都","metropolis",2022-11-21 21:12:12,2022-11-26,3,0,2
1990,"郵","mail",2022-11-22 19:56:54,2022-11-30,3,0,2
1991,"邦","home country",2022-11-23 21:34:01,2022-12-02,3,0,2
1992,"那","interrogative",2022-11-21 21:39:30,2022-11-29,3,0,2
1993,"郷","hometown",2022-11-24 22:04:23,2022-12-02,3,0,2
1994,"響","echo",2022-11-24 21:44:28,2022-11-30,3,0,3
1995,"郎","son",2022-11-24 21:44:28,2022-12-03,3,0,2
1996,"廊","corridor",2022-11-23 21:54:34,2022-12-02,3,0,3
1997,"盾","shield",2022-11-23 21:54:34,2022-12-01,3,0,2
1998,"循","sequential",2022-11-23 21:34:01,2022-11-29,3,0,2
1999,"派","faction",2022-11-21 09:15:21,2022-11-25,2,0,1
2000,"脈","vein",2022-11-21 09:19:06,2022-11-25,2,0,1
2001,"衆","masses",2022-11-23 21:43:40,2022-12-01,3,0,2
2002,"逓","parcel post (skip)",2022-11-21 09:19:06,2022-11-21,1,1,0
2003,"段","grade",2022-11-23 21:52:12,2022-11-28,3,0,2
2004,"鍛","forge",2022-11-23 09:42:25,2022-12-01,3,0,2
2005,"后","empress",2022-11-24 22:01:07,2022-11-25,2,0,2
2006,"幻","hallucination",2022-11-23 21:54:34,2022-11-30,3,0,2
2007,"司","director",2022-11-24 21:44:28,2022-12-02,3,0,2
2008,"伺","implore",2022-11-22 07:57:19,2022-11-26,2,0,1
2009,"詞","parts of speech",2022-11-22 07:53:08,2022-11-26,2,0,1
2010,"飼","domesticate",2022-11-24 21:53:33,2022-11-29,3,0,2
2011,"嗣","heir",2022-11-23 08:26:44,2022-11-25,2,0,1
2012,"舟","boat",2022-11-22 07:57:19,2022-11-25,2,0,1
2013,"舶","liner",2022-11-22 07:57:19,2022-11-26,2,0,1
2014,"航","navigate",2022-11-22 07:57:19,2022-11-26,2,0,1
2015,"舷","gunwale",2022-11-22 07:53:08,2022-11-26,2,0,1
2016,"般","all sorts of",2022-11-23 08:26:44,2022-11-25,2,0,1
2017,"盤","tray",2022-11-23 08:26:44,2022-11-25,2,0,1
2018,"搬","conveyor",2022-11-23 08:26:44,2022-11-25,2,0,1
2019,"船","large ship",2022-11-22 07:57:19,2022-11-26,2,0,1
2020,"艦","warship",2022-11-22 07:57:19,2022-11-25,2,0,1
2021,"艇","rowboat",2022-11-22 07:57:19,2022-11-25,2,0,1
2022,"瓜","melon",2022-11-23 08:21:48,2022-11-27,2,0,1
2023,"弧","arc",2022-11-23 08:26:44,2022-11-27,2,0,1
2024,"孤","orphan",2022-11-23 08:26:44,2022-11-26,2,0,1
2025,"繭","cocoon (skip)",2022-11-23 08:26:44,2022-11-23,1,1,0
2026,"益","benefit",2022-11-23 08:21:48,2022-11-25,2,0,1
2027,"暇","spare time",2022-11-23 08:26:44,2022-11-25,2,0,1
2028,"敷","spread",2022-11-24 07:35:03,2022-11-25,2,0,1
2029,"来","come",2022-11-24 07:35:03,2022-11-25,2,0,1
2030,"気","spirit",2022-11-24 07:30:48,2022-11-25,2,0,1
2031,"汽","vapor",2022-11-24 07:35:03,2022-11-27,2,0,1
2032,"飛","fly",2022-11-24 07:30:48,2022-11-27,2,0,1
2033,"沈","sink",2022-11-24 07:35:03,2022-11-26,2,0,1
2034,"枕","pillow",2022-11-24 07:35:03,2022-11-26,2,0,1
2035,"妻","wife",2022-11-24 07:35:03,2022-11-26,2,0,1
2036,"凄","sugoi",2022-11-24 07:35:03,2022-11-27,2,0,1
2037,"衰","decline",2022-11-24 07:35:03,2022-11-27,2,0,1
2038,"衷","inmost",2022-11-24 07:35:03,2022-11-25,2,0,1
2039,"面","mask",2022-11-25 09:52:42,2022-11-28,2,0,1
2040,"麺","noodles",2022-11-25 09:52:42,2022-11-27,2,0,1
2041,"革","leather",2022-11-25 09:52:42,2022-11-28,2,0,1
2042,"靴","shoes",2022-11-25 09:45:46,2022-11-28,2,0,1
2043,"覇","dominate",2022-11-25 09:52:42,2022-11-29,2,0,1
2044,"声","voice",2022-11-25 09:52:42,2022-11-26,2,0,1
2045,"眉","eyebrow",2022-11-25 09:45:46,2022-11-27,2,0,1
2046,"呉","give",2022-11-25 09:52:42,2022-11-29,2,0,1
2047,"娯","recreation",2022-11-25 09:52:42,2022-11-28,2,0,1
2048,"誤","mistake",2022-11-25 09:52:42,2022-11-27,2,0,1
2049,"蒸","steam",0000-00-00 00:00:00,0000-00-00,1,0,0
2050,"承","acquiesce",0000-00-00 00:00:00,0000-00-00,1,0,0
2051,"函","bin (skip)",0000-00-00 00:00:00,0000-00-00,1,0,0
2052,"極","poles",0000-00-00 00:00:00,0000-00-00,1,0,0
2053,"牙","tusk",0000-00-00 00:00:00,0000-00-00,1,0,0
2054,"芽","bud",0000-00-00 00:00:00,0000-00-00,1,0,0
2055,"邪","wicked",0000-00-00 00:00:00,0000-00-00,1,0,0
2056,"雅","gracious",0000-00-00 00:00:00,0000-00-00,1,0,0
2189,"屯","barracks",2022-11-07 19:33:54,2022-12-05,5,0,4
2861,"坐","sitting in meditation",2022-11-22 19:27:59,2023-03-21,7,0,6
